Job_Id,Job Title,Job Description,salary
134,Data Scientist,"Are you excited about an opportunity to apply your experience and passion for experimental design, statistical modeling and optimization techniques to improve customer product experience? Are you a data scientist who dreams of building scalable solutions and innovations that enhances and enriches millions of customers lives every day? If so, this may be a great fit for you!

Audible Product Data Science team partners with technology and product leaders to solve business and technology problems using scientific approaches to build product and services that surprise and delight our customers. Improving Search and Content discovery experience is our key focus. We employ cutting-edge machine learning (ML), deep learning (DL) techniques and Natural Language Processing (NLP) knowledge to improve the relevance of search results, query intents understanding, and recommendation system, etc. We operate in an agile environment in which we own and collaborate the life cycle of research, design, and model development of relevant projects.

As a data scientist, you will be responsible for making experimentation methods recommendations by researching state-of-art methods, examining and tuning the current methods with simulations. You will be working on projects through their entire lifecycle from idea creation through implementation, experimentation and finally, deployment. You will be a key driver in improving our experimentation best practices to accelerate our rate of learning. You will be working with other data scientists, ML experts, engineers as well as product teams locally and abroad, and on cross-disciplinary efforts with other scientists within Amazon.

We are looking for a motivated, results-oriented Data Scientist with strong rigor and demonstrable skills in Experimentation, ML, DL, NLP, data mining and/or large-scale distributed computation.",111
135,Data Scientist,"Get To Know Voice

At Voice, we are on a mission to take social media back from big tech. Voice is the first social media platform that empowers communities to self-govern, champions realness and respects user data.

Description

We're seeking an experienced data scientist to deliver data insight to us on a daily basis. Our ideal team member will have the mathematical and statistical expertise you'd expect, but a natural curiosity and creative mind that's not so easy to find. As you mine, interpret, and clean our data, we will rely on you to ask questions, connect the dots, and uncover opportunities that lie hidden within.

This is an exciting opportunity to join a thriving, well-funded startup with big ambitions. In addition to doing ground breaking work, this role will be pivotal in establishing a culture of openness, positive communication, and continuous learning. We are looking for the best and brightest to take our platform to the next level. Are you that person? Let's talk.

Responsibilities:
Identify and integrate new datasets, working closely with the engineering team to strategize and execute the development of data products.
Implement analytical models into production by collaborating with software developers and machine learning engineers.
Execute analytical experiments methodically to help solve various problems and make a true impact across various domains and industries.
Communicate analytic solutions and implement improvements as needed to operational systems.
Other duties as assigned.
Qualifications
Bachelor's degree in Statistics, Applied Mathematics, or related discipline
3 to 6 years of practical experience in data science (compensation scales accordingly)
Proficiency with data mining, mathematics, and statistical analysis
Advanced pattern recognition and predictive modeling experience
Experience with data visualization, analytics platforms and basic programming languages (i.e., Java/Python, SAS)
Comfort working in a dynamic, research-oriented group with several ongoing concurrent projects",169
136,Data Engineer,"Us and the role

Seated is an app that rewards you for dining out. Users can browse restaurants based on their location, preferences or mood and book either as walk-in or reservation. The seated mobile app, powered by robust microservices architecture, provides a convenient way to upload receipts, verify spend and reward users. The Seated platform further allows users to spend rewards on in-person experiences such as wine tasting & cooking classes or redeem rewards for gift cards from a wide variety of brands such as Uber, Amazon, Target or SoulCycle.

We are fast-paced, innovative & metric-driven, with a team who are passionate about delighting our customers. We are looking for a Data Engineer with proven experience in producing reporting, dashboards, visualizing insights and expertise in data analytics to join this newly data analytics team. The role requires both a broad knowledge of existing data modeling and processing along with the creativity to invent and customize when necessary using programming and technology platforms.

You will work with data scientists, engineers & product managers hand in hand to build insightful and efficient reporting solutions & data analysis. In your role, you will be a key player in a multi-functional team that delivers insights, having direct and measurable impact on Seated's platforms & consumer applications.

What you'll do
Work with product, engineering & business teams to deliver complex data analysis requests
Visualize datasets across multiple databases & warehouses using tools such as Tableau, D3, Looker, etc.
Build financial models & growth projections for new products and business initiatives
Build ETL pipelines for regular reporting on business and operational KPIs
Help business understand key trends by executing complex analysis via Tableau or ad-hoc SQL queries
Coordinate within cross-functional teams such as engineering, product, marketing, customer experience for various data analysis needs
Proactively build data and event-driven dashboard for real-time business operations and consumer insights
What you'll bring
Bachelors in CS, Statistics, Economics or Engineering, Masters preferred
3+ years of hands-on SQL experience
2+ years of experience in using data visualization tools such as Tableau, Looker, PowerBI
2+ years of experience in building financial models, growth projections & ETL data pipelines
experience either in R or Python and working with data warehousing solution such as AWS Redshift or Google BigQuery
What you'll get
Comprehensive Healthcare, Dental, and Vision
Generous 401(k) Matching
Stock options
Unlimited PTO
Pre-Tax Flexible healthcare spending account (FSA), Dependent Care FSA and Commuter Benefits
Paid Family Leave
$100 monthly Seated allowance (dine on us)
Stocked fridges, coffee, soda, and lots of treats
Collaborative, dynamic work environment within a fast-paced, mission-driven company
At Seated we welcome passionate people from all backgrounds, helping us make dining experiences more accessible & rewarding. If you have the curiosity & passion to drive our mission together, we would love to hear from you.",169
137,"Senior / Data Scientist, Ads and Messaging R&D","Music for everyone, no credit card needed. Itâ€™s a promise our platform was built on. And here in the Free team, weâ€™re still building on it. We work on a massive scale, bringing people from all kinds of disciplines and all parts of the business together to deliver an amazing freemium experience to more than 129 million users worldwide. Want to help shape the future of free? Hereâ€™s how.

In Spotifyâ€™s Ads research and development group we focus on the following:
-Designing and building new advertising and messaging formats to delight our users
-Revolutionizing the way that podcasts are monetized
-Providing self serve tools and interfaces for advertisers and operators to get their message out
-Optimizing and personalizing how ads and messages are served, to reach the right user with the right message at the right time
-Building out Spotifyâ€™s infrastructure for connecting fans with concerts of artists they love
-And more!

As a Data Scientist as part of our Product Insights group, your mission is to turn terabytes of data into insights, and get a deep understanding of the world of our listeners and our advertisers. Together with us you will study user behavior, evaluate strategic initiatives and experiment with new features.
What you'll do
Work closely with cross-functional teams of data scientists, user researchers, product owners, designers, engineers and machine learning experts who are passionate about Spotifyâ€™s success
Perform and present analyses on large sets of data to extract actionable insights that will help drive product decisions
Design and conduct A/B tests to drive iterative improvement to both user and advertiser metrics through efficient experimentation
Impact product strategy by leading foundational research & experimentation initiatives to develop a deeper understanding of how product, platforms & promotions influence user behavior
Build lasting solutions to surface critical data and performance metrics through visualizations and dashboardsMentor and coach other data scientists
Work from our offices in New York
Who you are
You know how to understand and solve loosely defined problems and come up with relevant answers and actionable insights to guide product development decisions
You have a deep understanding of numbers, as well as a strong business senseYou have relevant experience, with a degree in economics, psychology, computer science, statistics, or mathematics or another quantitative discipline
You have the technical competence to perform advanced analytics: coding skills (such as Python, Java, or Scala), experience with analytics & visualization tools (Pandas, R, SPSS, SQL, Hadoop, Tableau), and experience performing analysis with large datasets
You possess statistical competence (such as regression modeling, A/B testing, significance testing etc)
Have demonstrated experience with hands-on statistical modeling and possess knowledge about machine learning (such as predictive modeling, decision trees, classification models, and especially clustering techniques)
Worked in an analytics role within an advertising function
You are welcome at Spotify for who you are, no matter where you come from, what you look like, or whatâ€™s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be brilliant. So bring us your personal experience, your perspectives, and your background. It's in our differences that we will find the power to keep revolutionizing the way the world listens.
Spotify transformed music listening forever when we launched in 2008. Our mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the opportunity to enjoy and be inspired by these creators. Everything we do is driven by our love for music and podcasting. Today, we are the worldâ€™s most popular audio streaming subscription service with a community of more than 286 million users.",169
138,Data Scientist/Data Science Instructor (Part-time),"About Us

Just as the field of Data Science is growing and ever-changing, so too is our team: weâ€™re on the hunt for instructors who are passionate about what they do and want to make a difference in the education of the worldâ€™s up-and-coming data scientists â€” our students.

The NYC Data Science Academy prides itself on housing the most comprehensive 12-week intensive bootcamp in data science methodologies, providing theoretical, practical, and hands-on knowledge to our scholars. We adapt faster than the quickest machine learning algorithms out there â€” with content that reflects research and application in the growing market and teaching expertise that is beyond ordinary.

Thatâ€™s where you come in.

From our part-time weekend/evening classes, to our full-time boot camp, our courses are both designed in-house and taught by our robust team of data scientists and engineers. Instructors have the opportunity of taking part in corporate training and consulting projects, building both data science and big data solutions. We encourage collaboration and positive change in not only our students and clients but also in our team. Nerding out is also highly encouraged.

Responsibilities
Develop, evaluate, deliver, and maintain superb content on the cutting-edge of technology for training experiences relevant to audiences with a diverse set of backgrounds.
Participate in planned tailoring of teaching content for both corporate and client audiences.
Provide feedback to product and content development teams.
Stand as an instructional mentor for students of all levels.
About You
Minimum of a Masterâ€™s Degree in a Science, Technology, Engineering, or Mathematics-related field; Computer Science and Statistics preferred.
Proficiency in statistical computing and/or programming in R and/or Python.
Taught undergraduate or graduate level coursework in STEM, required.
Demonstrated knowledge of Statistics and Machine Learning from both a theoretical and applied perspective.
Experience in developing a curriculum or providing training in a client-facing endeavor.
Perks
Competitive salary, adjustable hours, and flexible vacation policy.
Opportunity to train, research, and learn in the field of data science on-the-job; chance to interact with active data science communities through conferences, Meetup events, etc.
Completely stocked snack pantry.
High-quality computational equipment.",169
139,Federal - Data Scientist,"Organization: Accenture Federal Services

Location: Reston, VA

Accenture Federal Services, a wholly owned subsidiary of Accenture LLP, is a U.S. company with offices in Arlington, Virginia. Accenture's federal business has served every cabinet-level department and 30 of the largest federal organizations. Accenture Federal Services transforms bold ideas into breakthrough outcomes for clients at defense, intelligence, public safety, civilian and military health organizations.

We believe that great outcomes are everything. It's what drives us to turn bold ideas into breakthrough solutions. By combining digital technologies with what works across the world's leading businesses, we use agile approaches to help clients solve their toughest problems fast-the first time. So, you can deliver what matters most.

Count on us to help you embrace new ways of working, building for change and put customers at the core. A wholly owned subsidiary of Accenture, we bring over 30 years of experience serving the federal government, including every cabinet-level department. Our 7,200 dedicated colleagues and change makers work with our clients at the heart of the nation's priorities in defense, intel, public safety, health and civilian to help you make a difference for the people you employ, serve and protect.

Job Description:

Accenture Federal Services is seeking a Data Scientist to support a US Federal client based in Reston, VA.

Primary responsibilities include:
Create innovative solutions to meet the technical needs of customers.
Develop custom data models and algorithms to apply to data sets.
Participate in the development of documentation.
This role conducts experimentation in various data science techniques, developing, executing, and maintaining scripts and prototypes to analyze, interpret, visualize, and gain knowledge from numerous data sets individually or in combination to meet mission needs.
Coordinate closely with customers, Scrum Masters, and cross-functional areas to communicate project statuses and initiatives.
Analyze data to effectively coordinate the installation of new systems or modifications to existing systems.
Support the Agile software development lifecycle.
Communicate key project data to team members and build team cohesion and effectiveness.
Develop and execute project plans leveraging Atlassian tool suite like JIRA and Confluence to track activities.
Apply best practices and standard operating procedures.
Experience using the statistical computer language Python to manipulate data and draw insights from large data sets. #CJ",169
140,Data Scientist,"Duties Provides advanced professional input to complex Data Science assignmentsprojects. Responsible for the research, extraction and analysis of data. Evaluates and writes reports. May research and analyze algorithms. Provides statistical data trends to business partners such as medical management and underwriting. May also assist in the designing and implementation of systems to analyze and report findings. Combines IT capabilities with advanced clinical knowledge to determine trends, costbenefit ratios, and forecasting of health care costs, medical management, and health economics. Supports and provides direction to more junior professionals. Works autonomously, only requiring expert level technical support from others. Exercises judgment in the evaluation, selection, and adaptation of both standard and complex techniques and procedures. Utilizes in-depth professional knowledge and acumen to develop models and procedures, and monitor trends, within Data Science",169
141,"Senior Analyst, Data Science","The Role:

Roku is looking for a Senior Analyst in Advertising Inventory Analytics to play an instrumental role in helping Roku understand its users in the advertising ecoystesm. This role is critical to helping Roku understand its users through A/B testing, deep dive analyses, forecasting, and predictive analytics. Additionally, the successful analyst will be able to tell a compelling data story that reads beyond the numbers and provides strategic insights.

Responsibilities:
Analyze and collaborate cross-functionally to measure reach across the Roku advertising ecosystem
Work with inventory team to improve supply utilization, optimize supply-side distribution and improve effectiveness of inventory sourcing.
Work with analytics leads and cross-functional teams to champion a hypothesis-driven culture that rapidly tests, measures and iterates.
Develop reports and provide insights to help Publisher Ad Solutions team be effective and nimble. Create output that tells the story behind the data to non-technical team members.
Actively make recommendations to the inventory team on tactical and strategic initiatives
Play a crucial role in developing, maintaining, and socializing clear metric definitions
Act as a strategic partner with the Publisher Ad Solutions team to set and deliver on actionable goals and provide strategic guidance on data-driven decisions
Identifying new levers to help move key metrics
Technical Experience/Qualifications:
5+ years relevant experience in advertising/yield analytics supporting a revenue operations organization
Deep understanding of advertising ecosystem (i.e. DSPs, SSPs, etc.)
Expert in A|B test design
Experience working within and structuring very large data warehouses (i.e., 'Big Data)
Knowledge of statistical distributions and predictive modeling techniques
Expert abilities in SQL
Experience coding in R or Python
Experience creating data visualizations in Tableau, Looker, or other modern visualization tools
Proven track record of defining and executing key analyses with minimal supervision
Educational background in math, physics, economics, or computer science
#LI-SS1",169
142,Senior Data Scientist,"Oliver Wyman is hiring top-tier Data Scientists to work in our newly launched New York Innovation Studio. In this role, you will work as part of a multi-disciplinary team that focuses on understanding real user problems & business opportunities, designing, building, prototyping, testing, and iterating to create scalable solutions that address our clients most pressing problems. Members of the Studio team will be focused on driving impact and creating real value for clients and internal users.

As a Data Scientist, you will be:

Providing essential insight and leverage on business problems through a data science lens

Acting as a leader in data-related problem solving discussions, workshops and cross-functional co-creation sessions

The go-to person for answering complex analytic questions related to large data sets in the spirit of helping clients shape solutions and services more effectively

Responsibilities

As a Data Scientist, you will be expected to:

Work within integrated client and project teams to provide essential insight and leverage on business problems through a data science lens

Understand, communicate, and manage the end-to-end lifecycle of analytics on a given project

Balance deep involvement in technical solution development with execution, communication and delivery of the client project

Support project teams through an understanding of which quantitative problems are the most valuable in a certain industry and a direction on which features and model structures are best suited to solving them

Embark on exploratory data analysis projects to grow toolkit and content, as well as to discover untapped areas of growth and optimization

Skills & Requirements

As a Data Scientist, you will be expected to:

Work well in interdisciplinary teams

- Co-create with other Engineers, Designers, business experts, clients, and end-users, working in a fully integrated (vs. siloe-ed) manner

- Have extensive experience working with Software Developers and Engineers

Demonstrate strong communication skills, i.e.,

- Demonstrate effective written and verbal communication and interpersonal skills

- Communicate the solution, its parameters, its assumptions and its inner workings to audiences who vary widely in their levels of technical fluency and seniority

Be a self-starter who takes initiative

- Able to work under very little supervision and guidance, to achieve team goals and complete assignments within established time frames

- Be flexible and willing to learn adapt quickly to new problems and fluid project circumstances

- Contribute to problem solving within a flat team structure; roll-up your sleeves to contribute to all aspects of the solution

Demonstrate technical background in computer science, data science, machine learning, artificial intelligence, statistics or other quantitative and computational science:

- Demonstrate professional experience building and delivering data science and statistics based solutions, with an emphasis on creating measurable results and lasting impact, i.e.,

- Demonstrate experience managing the process of building a model, incorporating features, tuning performance, and deploying into production, often working under tight time constraints

- Leverage an engineering mindset and show a willingness to make rapid, pragmatic decisions to improve performance, accelerate progress or magnify impact; recognizing that the good is not the enemy of the perfect

- Demonstrate solid and battle-tested understanding of the standard canon of machine learning practices, including but not limited to:

- Linear and logistic regression

- Decision tree classification and regression

- Neural networks

- Dimensionality reduction

- Clustering

- Bagging, boosting, and other non-parametric methods

- Demonstrate expertise working with and maintaining open source data analysis platforms, including but not limited to:

- Pandas, Scikit-Learn, Matplotlib, TensorFlow, Jupyter and other Python data tools

- Spark, HDFS, Kafka and other high volume data tools

- SQL and NoSQL storage tools, such as MySQL, Postgres, Cassandra, MongoDB and ElasticSearch

Have minimum 3-5 years of relevant experience

Oliver Wyman is a global leader in management consulting. With offices in 50+ cities across 26 countries, Oliver Wyman combines deep industry knowledge with specialized expertise in strategy, operations, risk management, and organization transformation. Our 4700+ professionals help clients optimize their business, improve their operations and risk profile, and accelerate their organizational performance to seize the most attractive opportunities. Oliver Wymans thought leadership is evident in our agenda-setting books, white papers, research reports, and articles in the business press. Our clients are the CEOs and executive teams of the top Global 1000 companies.

Visit our website for more details about Oliver Wyman: www.oliverwyman.com",169
143,Machine Learning Researcher / Data Scientist,"Machine Learning Researcher / Data Scientist

Global Investment Firm

J Harlan Group is currently conducting a search for a Machine Learning Researcher / Data Scientist at a prominent Global Investment Firm in NYC.

Machine learning researchers at the firm create novel machine learning approaches to financial applications. They utilize their creativity and innovation to help the firm trade profitably in markets around the globe. All types of learning and AI, including deep learning and statistical learning, are potentially relevant.

Youâ€™ll work with smart, talented people across their business to create groundbreaking, next-generation data intensive machine learning applications. Youâ€™ll be involved, hands-on, through the entire cycle.

They will expect you to be agile / to lead / to think outside the box. In return, theyâ€™ll give you challenging work that has an impact / Opportunities to learn and grow / and a collaborative culture that encourages every member of our team to bring their point of view to the tableâ€”because thatâ€™s how we help our clients succeed.

Principal Responsibilities:

The team is tasked with building next generation of advanced statistical and machine learning methods to produce models and prescriptive data that result in better decisions by their Portfolio Managers, Analysts, and Traders, Quants and / or applications.

Specific responsibilities include designing, implementing, testing experimentally and scaling up new models for forecasting asset prices, developing new tradeable signals, and other financial applications.

The ideal candidate would have a background and a deep passion for working with machine learning techniques within the investment community.
Strong computer science and technical background with exceptionally, creative â€œHands-Onâ€ High Impact Machine Learning Research and Applications experience - All types of learning and AI, including deep learning and statistical learning, are potentially relevant.
Experience and a high level of interest in financial markets (with prior experience a big plus) â€“ candidates from both industry and academia with broad experience across multiple fields of Machine Learning is a plus.
Ability to work in an open collaborative and highly charged investment environment.
Strong desire to contribute and build a business â€“ not just solve novel problems.
Ability to work with a wide range of users â€“ traders, portfolio managers, research analysts, quants and the wider investment management team to develop and implement technology in support of a dynamically growing investment platform
An individual who loves solving deep and complex technical and business problems and wants to have an outsized impact with the services/ products they deliver. An individual with a passion for machine learning , high level of intellectual curiosity, a commitment to excellence and an unparalleled drive to deliver world-class services.

About the Client:

The firm is a prominent multinational investment management firm. The company manages a variety of investment funds that make extensive use of quantitative methods and proprietary computational technology to support fundamental research in the management of its investments.

They have a relentlessly focuses on innovation and integration: innovation in new products, markets and businesses as well as new tools, models and technology management and performance structures; integration of fundamental research, quantitative strategies and technical analysis, all supported by an intensive focus on operational excellence and comprehensive risk management.

The talent and dedication of their people is critical to their success. They offer an opportunity for developing oneâ€™s professional career while working with individuals trained in a variety of disciplines in a collegial and dynamic environment. They offer a broad range of competitive benefits on a global basis.

They seek candidates who are high-energy self-starters who want to join an investment management firm on the leading edge of the global markets. The management team needs individuals of the highest professional caliber who are leaders, problem solvers, analytic, detail-oriented, and entrepreneurial. Everyone at the firm works side-by-side with the firmâ€™s senior management in a highly collaborative and charged environment.

Successful candidates are:
Analytic and relentless in pursuit of the right answer
Strong communicators who excel at rapid synthesis
Able to demonstrate sound business judgment
Able to digest complexity while maintaining an understanding of the â€œbig pictureâ€ of business needs
Team players who are energized by a collaborative enterprise
The firmâ€™s employees maintain the highest professional and ethical standards. The firm has earned a reputation for honesty, fair dealing, and transparency in a competitive industry. They believe that these standards are the foundation for superior investment performance and are critical to delivering performance to clients",169
144,Applied Scientist,"Business/Team Introduction

The Amazon Demand Forecasting team seeks a Data Scientist with strong analytical and communication skills to join our team. We develop sophisticated algorithms to forecast customer demand for over 190 million products world-wide, using data on prices, promotions, similar products, and other product attributes. These forecasts are used to automatically order more than $200 million worth of inventory weekly, establish labor plans for tens of thousands of employees, and predict the companys financial performance. The work is complex and important to Amazon. With better forecasts we drive down supply chain costs, enabling the offer of lower prices and better in-stock selection for our customers.

Data Scientist Responsibilities

In a typical day, you will work closely with talented machine learning scientists, statisticians, software engineers, and business groups. In your work you will use cutting edge big data technologies to analyze data and implement sophisticated forecasting models. As a successful data scientist on our team, you are an analytical problem solver who enjoys diving into data, is excited about problem solving and algorithms, can multi-task, and can credibly interface between technical teams and business stakeholders. Your analytical abilities, business understanding, and technical savvy will be used to identify specific and actionable opportunities to solve existing business problems in Demand Forecasting, through collaboration with engineering, research, and business teams. Your expertise in synthesizing and communicating insights and recommendations to audiences of varying levels of technical sophistication will enable you to answer specific business questions and innovate for the future.
Major responsibilities include:
Â· Translating Demand Forecasting business questions and concerns into specific analytical questions that can be answered with available data using statistical and machine learning methods; working with engineers to produce the required data when it is not available
Â· Providing feedback to our science and engineering teams on the applicability of technical solutions from the business perspective
Â· Presenting critical data in a format that is immediately useful to answer questions about the inputs and outputs of Demand Forecasting systems and improving their performance
Â· Communicating verbally and in writing to business customers with various levels of technical knowledge, educating them about our systems, as well as sharing insights and recommendations
Â· Improving upon existing Demand Forecasting statistical or machine learning methodologies by developing new data sources, testing model enhancements, running computational experiments, and fine-tuning model parameters for new forecasting models
Â· Supporting decision making by providing requirements to develop analytic capabilities, platforms, pipelines and metrics then using them to analyze trends and find root causes of forecast inaccuracy
Â· Formalizing assumptions about how demand forecasts are expected to behave, creating definitions of outliers, developing methods to systematically identify these outliers, and explaining why they are reasonable or identifying fixes for them
Â· Utilizing code (Python, R, Scala, SQL etc.) for analyzing data and building statistical and machine learning models and algorithms


Amazon.com is an Equal Opportunity-Affirmative Action Employer Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation



Basic Qualifications

Â· Bachelors, Masters, or PhD degree in a quantitative field such as Statistics, Computer Science, Applied Mathematics, Economics, or Engineering.
Â· 2+ years of relevant working experience in an analytical role involving data extraction, analysis, statistical modeling, and communication.
Â· Fluency in a scripting or computing language (e.g. Python, Scala, C++, Java, etc.)
Â· 2+ years of experience with data querying languages (e.g. SQL, Hadoop/Hive, Scala) and statistical/mathematical software (e.g. R, Matlab, Stata)


Preferred Qualifications

Â· Experience processing, filtering, and presenting large quantities (Millions to Billions of rows) of data.
Â· Superior verbal and written communication skills with the ability to effectively advocate technical solutions to scientists, engineering teams and business audiences.
Â· Proven ability to convey rigorous technical concepts and considerations to non-experts.
Â· Natural curiosity and desire to learn.
Â· Depth and breadth in quantitative knowledge. Excellent quantitative modeling, statistical analysis skills and problem-solving skills. Sophisticated user of statistical tools.
Â· Combination of deep technical skills and business savvy to interface with all levels and disciplines within our and our customers organizations.
Â· Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment.",169
145,Quantitative Researcher - Portfolio Modeling,"Are you a Quantitative Researcher that has experience working or wanting to work at a Hedge Fund? Do you have a strong background in research and implementation of statistical models?

This New York City based leading Quantitative Hedge Fund seeks a talented Quantitative Researcher to join their Quantitative Portfolio Modeling team to drive systematic portfolio construction and asset allocation.

As the Quantitative Reserarcher - Portfolio Modeling, you will:
â€¢ Contribute to original research on quantitative portfolio models that drive the construction of portfolios we trade in.
â€¢ Apply analytical and simulation techniques to analyze model performance.
What you need:
Understanding of some of the following: Time-series analysis, statistical estimation, Monte Carlo methods, Bayesian techniques, risk factor models, scenario analysis, or numerical optimization
Advanced statistical modeling, numerical methods and research background
Programming in R, SAS, Stata, SQL or Matlab
Software development in Java, C++ or Python
Working with great people",169
146,Data Scientist,"Job Title: Data Scientist

Location: New Jersey

Duration: Long (Contract)

Rate: $60/hr.

Client: DXC

Ã‚

Who are we looking for?

Looking for Data Scientist resource - Who has Sound knowledge in the product support and implementation

Ã‚

Technical Skills:

5+ years of hands-on experience as a Data Scientist with Ã¢

Ã¢ Undertaking data collection, preprocessing and analysis

Ã¢ Building models to address business problems

Ã¢ Presenting information using data visualization techniques

Ã¢ Experience in data mining, business intelligence tools, data frameworks

Ã¢ Understanding of machine-learning and operations research

Ã¢ Knowledge of R, SQL and Python; familiarity with languages such Scala, Java or C++ would be an advantage",169
147,Data Analyst,"Whip Media Group's products, including Mediamorph, TV Time and TheTVDB, offer a data-driven integrated cloud solution that empowers the world's leading entertainment organizations to efficiently acquire, distribute and monetize their content. Together, our companies track billions of consumer actions and financial transactions that accelerate innovation for buyers and sellers of content. Whip Media Group has offices in Los Angeles, New York City and London.


We're looking for a data analyst to join our Business Operations team in New York City! To be successful in this role, you should be detail oriented and highly attentive when working with data sets of varying sizes and kinds. This role will encompass using both our in-house built tools as well as Microsoft Excel for data input, Q/A, and management.

How you will contribute:
Data tracking, maintenance and QA
Data and contract analysis
Data and contract input
Internal and external communication on key statuses, deliverables, and metrics
Ownership of all assigned tasks, with time management and diligence to hit deadlines given
Consistent support to the team and clients through excelling data management
To be successful in this role you'll need:
Bachelor's degree
Strong communication skills and attention to detail
Favorable but not required relevant experience in accounting and or/financial reporting, contract management, or paralegal experience, preferably in the media, broadcast or entertainment industry.
Candidates must have strong computer skills, including strong data entry skills (with an emphasis on accuracy) and strong proficiency using Microsoft Office's Excel, Word and PowerPoint applications
Ability to work within deadlines, exercise good judgment, and maintain client confidentiality
Good pop culture IQ",169
148,Investment & Data Science Intern,"JAG Capital is a newly-formed fundamental equity investment fund focusing on various technology verticals, including software, internet, payments, and semiconductors.
We are seeking 1-2 data science wizards with superior programming skills, a passion for investing, and the ability to aggregate large amounts of alternative data, in order to provide valuable insights to influence current and future investment decisions.
Qualifications:
Currently an undergraduate student with a heavy computer science and engineering course load, ideally from a top university.
Python, C/C++, SQL, Java, R, Hadoop, Spark, Hive, Pig, SAS
Basic understanding of financial concepts and company fundamentals
GPA: 3.5 or higher
Not afraid to question the status quo
Knowledgeable about investing and technology verticals
Internship will require 20 hours/week and begin in September-October 2020.
Job Types: Part-time, Internship
Pay: $12.00 - $20.00 per hour
COVID-19 considerations:
Fully remote
Work Location:
Fully Remote
Hours per week:
20-29
Typical start time:
8AM
Typical end time:
5PM
Schedule:
Monday to Friday
No weekends",169
149,Data Scientist(s)/Machine Learning Engineer,"Company: AI/Data Science
Location: New York City, NY
Position: Data Scientist/Machine Learning Engineer

Sizzle: Without a doubt you will have the opportunity to collaborate with top engineers in the AI and Machine Learning space; work in ""google esq "" environment and get compensated with a strong base salary, bonus, stock options, UNLIMITED time off, ability to work remote and great benefits

The Company:

Our client is a highly recognized leader in the AI driven RPA software space, an emerging form of business process automation technology based on the notion of software robots or artificial intelligence (AI) workers. Unlike traditional workflow automation tools RPA systems develop the action list by watching the user perform that task in the applications graphical user interface (GUI), and then perform the automation by repeating those tasks directly in the GUI. This can lower the barrier to use of automation in products that might not otherwise feature APIs for this purpose.

RPA tools have strong technical similarities to graphical user interface testing tools. These tools also automate interactions with the GUI, and often do so by repeating a set of demonstration actions performed by a user. RPA tools differ from such systems including features that allow data to be handled in and between multiple applications, for instance, receiving email containing an invoice, extracting the data, and then typing that into a bookkeeping system

The Role:

The need is for multiple Data Scientists who also are versed in Machine Learning. You will interface extensively with Client, other software engineers, stakeholders and business sponsors while building and enhancing customized Client models put into production. The day to day can include the following as well:

Design, develop and create machine learning models to deliver use case requirements.
Use our Auto-Client framework and iteratively improve performance through new data representations, feature engineering and model optimization. Implement analytical models into production by collaborating with software developers and machine learning engineers.
Communicate the analytic solution to stakeholders and provide improvements to client's operational systems.

This position requires expertise in acquiring, processing, analyzing and modeling of information from massive amounts of structured and unstructured data. A track record of data-driven implementation and strong experimental design cannot be overemphasized.

What You'll Need for Success:

1-3 years of experience using machine learning in an applied setting.
Bachelor's or Master's in a related field such as CS, Machine Learning, Statistics, Physics
Excellent programming skills in Java and Python
The ability to think ""out of the boxâ€ to combine multiple possibly unrelated solutions to solve a single complex problem",169
